name,city,stalp,zip,repdte,number_of_employees,asset,liabilities,deposits,common_stock,derivatives,total_securities,asset_backed_securities,mortgage_backed_securities,1_4_family_residential_loans,home_equity_loans,adjustable_rate_loans_secured_by_1-4_family_residential,total_loans,individual_loans,micro_amount,micro_number,small_business_amount,small_business_number,agg_amount,agg_number,other_real_estate_owned,real_estate_acquired,other_real_estate_owned_1-4_family,other_real_estate_owned_multi-family_residential,other_real_estate_owned_commercial_real_estate,other_real_estate_owned_construction_development,other_real_estate_owned_farmland,foreclosed_properties_from_GNMA_loans,total_deposits,net_interest_margin,noninterest_income_to_average_assets,noninterest_expense_to_average_assets,loan_and_lease_loss_provision_to_assets,net_operating_income_to_assets,roa,roe,retained_earnings_to_average_equity,net_charge_offs_to_loans,net_loans_and_leases_to_total_assets,net_loans_and_leases_to_deposits,net_loans_and_leases_to_core_deposits,total_domestic_deposits_to_total_assets,average_total_assets,average_earning_assets,average_equity,average_total_loans,number_domestic_offices,number_of_offices_in_insured_other_areas,cbsa_metro
Lewisburg Banking Company,Lewisburg,KY,42256,6/30/16,31,110993,98847,93086,300,0,30700,0,18972,27590,0,6007,71215,5354,26987,335,0,0,9292,141,0,0,0,0,0,0,0,0,93086,3.891809199,0.592754225,2.611657423,7.96E-02,1.587165792,1.649095338,15.56056432,-1.920026713,-2.89E-03,63.37156397,75.56238317,79.89958311,83.86655014,113031.67,107045.33,11979,69154.33,4,0,
Liberty Bank,Middletown,CT,6457,6/30/16,676,4441065,3815659,3482549,0,72247,800358,0,564835,1218143,338718,459450,3320277,17940,14388,744,166124,766,0,0,979,979,979,0,0,0,0,0,3482549,3.319802868,0.752790964,2.917650032,9.36E-02,0.561476096,0.909021767,6.269843448,6.269843448,4.73E-02,74.00062823,94.36811944,96.6097958,78.41697881,4273165,4018913.33,619537,3191204.67,55,0,25540
Liberty Bank,Geraldine,AL,35974,6/30/16,55,126939,111116,110633,100,0,45965,0,3928,17176,604,0,62768,11723,20709,166,0,0,4262,216,470,470,393,0,15,62,0,0,110633,4.795218366,0.691119693,3.838825974,0.232556864,0.613557066,0.663278379,5.24136146,5.24136146,0.336965814,48.93373983,56.14599622,61.09690365,87.15446002,122120.67,103061,15454,61727.33,6,0,
Liberty Bank,South San Franci,CA,94080,6/30/16,53,276632,244670,239342,5033,0,79526,26,0,3951,3031,0,187403,894,465,33,32676,79,0,0,0,0,0,0,0,0,0,0,239342,3.621877105,0.199464895,3.023740053,0,0.662666706,0.662666706,5.701210792,3.79445133,-3.10E-02,66.78656121,77.19205154,77.99994089,86.51999769,270724.33,260638.33,31467,174384,3,0,41860
Liberty Bank,Hurst,TX,76054,6/30/16,69,442577,392010,389995,1500,0,52504,0,39591,74416,9991,2872,317618,4860,8722,280,72771,282,1061,9,2640,2640,0,0,2640,0,0,0,389995,3.850263059,0.291812149,2.721576063,8.79E-02,0.687215298,0.687215298,5.959375188,3.793787973,-9.10E-02,70.8387467,80.38974859,109.4667304,88.11912955,432470,399037.67,49871,311925.67,5,0,19100
Liberty Bank,Ironton,OH,45638,6/30/16,16,54040,46021,45844,0,0,9993,0,7490,26742,4340,16428,33368,1723,490,13,2843,15,0,0,67,67,67,0,0,0,0,0,45844,4.032274538,0.282972081,3.314815812,5.88E-02,0.481420035,0.481420035,3.328814447,3.328814447,0.193849678,61.52664693,72.52639386,73.98202127,84.8334567,54422.33,48955,7870.67,34047,2,0,26580
Liberty Bank,Alton,IL,62002,6/30/16,48,328216,288715,270253,2444,0,123213,0,60796,32222,5724,2116,172350,3055,6022,188,55969,252,1636,16,336,336,79,0,195,62,0,0,270253,3.315399487,0.567283176,2.31106233,0.073993458,0.877198608,0.924918222,7.810466024,7.664670659,-3.65E-02,51.90484315,63.03722808,67.81010305,82.33998343,324353,297822.33,38410,169710.67,4,0,41180
Liberty Bank and Trust Company,New Orleans,LA,70127,6/30/16,178,618475,564421,555709,200,0,240883,0,125521,131144,0,17156,289406,15446,8264,293,47354,210,0,0,3861,3861,0,0,2024,392,1445,0,555709,3.96430577,0.628853771,3.600963698,0.163338642,0.512556658,0.641920862,7.638483965,6.515063168,0.319606662,45.5295687,50.67202439,56.90885537,89.85148955,612225,563377.33,51450,290982.67,22,0,35380
Liberty Bank for Savings,Chicago,IL,60647,6/30/16,112,835059,644681,633962,0,0,361974,0,153982,388321,1321,39041,424827,2,0,0,2742,14,0,0,1034,1034,1034,0,0,0,0,0,633962,2.641282707,0.168137466,2.114316518,9.69E-04,0.388041404,0.391997723,1.717853043,1.717853043,1.93E-02,50.44793242,66.45035507,67.417007,75.91822853,825515,778409.67,188374.67,404883,5,0,16980
Liberty Bank Minnesota,Saint Cloud,MN,56301,6/30/16,51,193121,170232,169974,280,23980,41230,0,25152,94758,17528,0,108509,4881,728,13,2994,12,0,0,0,0,0,0,0,0,0,0,169974,3.138102003,3.260970717,3.969652488,-0.258642982,2.35572028,2.357789424,20.33822676,7.60340904,2.69E-02,55.51182937,63.07141092,63.07141092,88.01425013,193316.67,172843.33,22411,103984,6,0,41060
Liberty Bank  Inc.,Salt Lake City,UT,84102,6/30/16,15,12100,11016,10932,916,0,958,0,0,3922,251,2986,7500,281,2422,87,861,9,0,0,0,0,0,0,0,0,0,0,10932,6.901278981,0.135367569,9.069627155,0,-2.690430443,-2.690430443,-35.37263626,-35.37263626,-2.91E-02,59.61157025,65.98060739,69.52289157,90.34710744,11819.67,10693.67,899,6884,1,0,41620
Liberty Bank  National Association,Twinsburg,OH,44087,6/30/16,39,222109,191085,189943,9593,0,0,0,0,20171,4022,12600,187690,20676,2461,55,33162,130,0,0,0,0,0,0,0,0,0,0,189943,4.35621649,0.421033528,3.158658863,0,0.99813983,0.99813983,7.195108111,4.68336128,-0.762757307,83.00699206,97.063856,99.62660153,85.51792138,220410,215049,30576.33,182758,3,0,10420
Liberty Bay Bank,Poulsbo,WA,98370,6/30/16,19,89934,81084,66897,1411,0,19000,0,19000,8820,3377,226,57477,647,1504,59,17749,60,784,4,1248,1248,0,0,1248,0,0,0,66897,3.994742404,0.132551409,3.728309619,3.62E-02,0.103631101,0.320533406,3.056182047,3.056182047,0,63.09849445,84.82742126,89.66612416,74.38454867,82986.67,77602,8703.67,57115.67,1,0,14740
Liberty Bell Bank,Marlton,NJ,8053,6/30/16,33,149267,139450,136005,17534,0,14146,0,5918,33466,12809,9282,111231,160,840,41,43536,169,0,0,2611,2611,0,0,830,1781,0,0,136005,3.67423194,0.121564482,3.55179704,3.96E-02,3.08E-02,0.101744186,1.590854857,1.590854857,-6.84E-02,73.53534271,80.7058564,88.22905279,91.11524985,151360,144520,9680.33,111071.67,3,0,37980
Liberty Capital Bank,Addison,TX,75001,6/30/16,18,188662,169473,139546,5150,0,0,0,0,24566,0,4585,152375,597,2183,73,20616,85,0,0,2385,2385,0,0,2385,0,0,0,139546,3.712239271,5.07E-02,1.952866826,2.69E-02,1.667265442,1.667265442,16.5773682,7.918988427,0,80.01505338,108.1779485,115.6908127,73.96614051,185573.33,179783.67,18664,136938.67,1,0,19100
Liberty First Bank,Monroe,GA,30655,6/30/16,17,113412,99818,97609,5714,0,27905,0,26209,28092,3200,9694,76417,1362,3483,132,14809,72,898,5,1112,1112,0,0,0,1112,0,0,97609,3.924619482,0.337965346,2.741465088,7.03E-02,1.204323212,1.267798936,11.01013111,-5.423122765,-2.62E-03,66.67548408,77.47031524,79.67841187,86.06584841,116580,109259,13424,76473.67,1,0,12060
Liberty FSB,Enid,OK,73701,6/30/16,33,87793,85590,85458,0,0,17660,0,17457,36598,381,26301,50758,370,273,5,4156,16,0,0,1035,1035,1000,0,0,35,0,0,85458,2.61254481,0.3641251,3.283827585,-0.536135116,4.24E-02,4.24E-02,1.798390913,1.798390913,-0.933189348,56.35642933,57.89627653,60.90451395,97.34033465,89529.67,83137.33,2113,49079,4,0,
Liberty National Bank,Ada,OH,45810,6/30/16,62,282218,255606,245046,800,0,46086,0,30131,50798,8047,37895,198710,1190,3225,111,42014,161,9640,90,70,70,70,0,0,0,0,0,245046,4.000286873,0.410411412,2.821022843,0.182240446,0.800820823,0.800820823,8.263578336,5.519244735,4.56E-02,69.66316819,80.23065057,110.8922619,86.82862185,269973,250982,26163,193009,5,0,
Liberty National Bank,Lawton,OK,73501,6/30/16,120,442843,387646,384626,200,3711,81515,0,51298,59418,0,18386,318738,8739,10627,449,62319,265,35294,563,264,264,192,0,0,0,72,0,384626,4.609923188,0.795944595,3.525217972,0.147164502,1.301149563,1.407036218,11.31462728,-3.961562739,0.103040443,71.07710859,81.83534134,90.7942332,86.85380598,445759.67,403954.67,55432.67,310557.67,7,0,30020
Liberty National Bank,Sioux City,IA,51106,6/30/16,69,343270,301936,273153,6980,0,57290,0,20210,49006,7690,13878,252792,3391,9736,348,54440,171,9497,85,0,0,0,0,0,0,0,0,273153,3.802091957,0.565158237,2.570405873,6.50E-02,0.898909005,0.902124968,7.544184897,7.544184897,0.237425148,72.71331605,91.37845823,104.2366511,79.57380488,338312.33,302517.67,40455,247657,12,0,43580
Liberty Savings Bank  F.S.B.,Wilmington,OH,45177,6/30/16,130,638973,566301,417080,7625,142680,30155,0,5839,509991,11797,198217,549847,819,0,0,3283,44,40,1,4691,4691,270,0,155,4266,0,0,417080,2.743957364,0.988632696,2.735655378,-0.48549786,1.235899899,1.683208895,13.65623162,-14.47315994,-0.718044429,85.13583516,130.429414,139.9765331,65.27349356,623689.67,571729,76873.33,538685.33,9,0,
Liberty State Bank,Powers Lake,ND,58773,6/30/16,13,84206,73952,70502,200,0,34758,0,6319,6076,0,0,44117,2744,5238,114,0,0,28839,542,0,0,0,0,0,0,0,0,70502,3.841249285,0.103709833,1.473644377,0.11335726,2.088667807,2.11519823,17.90221553,6.675056416,9.35E-03,51.79203382,61.85923804,63.22962276,83.72562525,82923.67,77110.33,9797.67,42795.67,1,0,
Liberty Trust & Savings Bank,Durant,IA,52747,6/30/16,28,149689,121489,114461,991,0,65454,0,817,12703,15,0,73730,3480,1746,69,8039,36,15309,153,325,325,0,0,325,0,0,0,114461,3.520722788,0.313222661,1.896663179,0,1.238082544,1.244893471,6.806587961,5.400087451,-6.87E-02,48.38231266,63.27307991,63.85043993,76.46587258,150053,139460,27444,72759,4,0,
Libertyville Bank & Trust Company,Libertyville,IL,60048,6/30/16,110,1304922,1178611,1071765,2500,176569,136564,0,12840,100583,59997,20780,989760,171568,53609,6941,185676,819,0,0,1280,1280,196,0,0,1084,0,0,1071765,3.122574666,0.26694736,1.578816569,3.21E-02,0.943027677,0.976160275,9.937516672,0.237646812,3.08E-03,75.34174456,91.73195617,122.1622757,82.13249528,1259424.33,1135153,123713,973548.67,9,0,16980
LifeStore Bank,West Jefferson,NC,28694,6/30/16,80,263873,234933,191378,0,0,48715,0,3411,99554,12998,21324,166466,2457,3225,127,23431,111,491,4,2404,2404,1510,0,582,312,0,0,191378,3.136735971,1.207507529,3.199404709,1.51E-03,0.676536073,0.676536073,6.404702208,6.404702208,0.2236715,62.18711274,85.74392041,89.56515094,72.52655634,265174.33,236806.67,28010.67,168103.67,5,0,
Lighthouse Bank,Santa Cruz,CA,95060,6/30/16,23,201103,172001,169649,22766,0,12040,0,3330,25217,5861,10337,154359,0,606,31,28089,81,181,1,0,0,0,0,0,0,0,0,169649,4.880677356,0.136625528,2.491032891,0.362216517,1.082413101,1.082413101,7.193973674,4.751401399,0,74.94517735,88.8404883,92.85692282,84.35925869,188837.33,174443,28412.67,144410.33,1,0,42100
Lincoln 1st  Bank,Lincoln Park,NJ,7035,6/30/16,22,289421,267331,164730,500,0,156595,0,123647,84313,6626,18280,95792,513,837,27,7619,35,0,0,474,474,474,0,0,0,0,0,164730,2.286701832,5.74E-02,1.723147616,4.08E-02,0.331025726,0.331025726,4.570276611,4.570276611,0,32.8794386,57.76725551,84.78411946,56.91708618,264632,252678.33,19167.33,89489.67,2,0,35620
Lincoln Community Bank,Merrill,WI,54452,6/30/16,15,57364,50083,49935,1000,0,5170,0,2260,13414,645,4652,43151,3417,3569,115,13140,53,1792,20,158,158,0,0,158,0,0,0,49935,4.310350502,0.892162457,3.084530664,0.103739821,1.116932068,1.116932068,8.930879692,1.631337157,0.225349522,74.37765846,85.443076,88.20027287,87.04936894,57837,53174.33,7233.33,43488,2,0,
Lincoln FSB of Nebraska,Lincoln,NE,68508,6/30/16,98,301752,260122,204618,2001,13818,89156,0,40357,136950,3896,34181,196156,62,332,7,8051,31,176,2,996,996,111,0,125,760,0,0,204618,2.774654778,1.110044131,3.674031138,-0.353605563,0.259865422,0.479100871,3.399057463,3.399057463,-1.05E-02,63.51440918,93.66526894,96.17567507,67.80998966,288457,269799.33,40658.33,190201.67,14,0,30700
Lincoln Savings Bank,Cedar Falls,IA,50613,6/30/16,245,900150,800429,705144,4246,107598,132054,0,37242,167320,52300,75719,694930,8430,11625,525,80718,329,89486,890,1206,1206,290,0,916,0,0,0,705144,4.031567131,1.661564301,3.694413899,0.28000056,0.909660357,0.909660357,8.13976357,5.976493072,0.106217971,76.27328779,97.36649535,110.4312063,78.33627729,878569.67,800284.33,98184.67,687266,16,0,47940
Lincoln State Bank,Hankinson,ND,58041,6/30/16,14,66714,61248,58175,150,0,23759,0,17725,2667,0,765,39352,4305,1544,87,7961,51,16198,148,0,0,0,0,0,0,0,0,58175,3.338060945,0.445983217,2.470512294,6.75E-02,1.026935039,1.038671439,13.58839075,7.446745216,6.10E-02,58.12573073,66.65749893,69.32317923,87.20058758,68164,63689.67,5210.33,39314.67,3,0,
LincolnWay Community Bank,New Lenox,IL,60451,6/30/16,33,181138,162141,160975,1500,0,5760,0,0,36775,8680,12950,137854,4,2417,65,23917,91,673,2,1053,1053,0,0,0,1053,0,0,160975,5.019880815,0.666125058,3.30122079,0,1.288143364,1.288143364,12.40313116,12.40313116,-1.90E-02,74.94341331,84.3304861,89.19954267,88.86870784,176843.67,165820.67,18366.33,137025,2,0,16980
Lindell Bank & Trust Company,St. Louis,MO,63139,6/30/16,104,537539,456499,421995,1286,0,216399,0,216399,99960,13561,1344,293191,1752,7025,215,72169,282,73,1,240,240,0,0,240,0,0,0,421995,3.949894207,0.385234235,2.497434016,0,1.512257531,1.549075693,9.889076331,-31.45107289,-0.193346868,50.73194689,64.62256662,65.56251427,78.5050015,516049.67,473531.67,80836.67,273084.33,11,0,41180
Lisle Savings Bank,Lisle,IL,60532,6/30/16,59,544538,433193,426002,0,0,247902,0,86436,193569,6998,0,228493,1,152,6,17189,50,1152,4,171,171,171,0,0,0,0,0,426002,2.578525184,0.257816882,1.637266291,-3.32E-03,0.865859001,1.059667955,5.306596313,5.306596313,0.106353992,41.3561588,52.86360158,56.10866944,78.23182221,542245.33,501527,108280.33,227542,3,0,16980
Litchfield Bancorp,Litchfield,CT,6759,6/30/16,50,231691,211370,191260,0,0,50948,0,32095,97930,16543,10605,158636,3493,2101,65,30795,118,1856,6,0,0,0,0,0,0,0,0,191260,3.192816866,0.506560734,3.22292648,6.62E-02,0.144731638,0.144731638,1.655562285,1.655562285,0.108589423,67.89776038,82.2508627,90.72522276,82.5496027,226626.33,213166,19812,156553,6,0,
Little Horn State Bank,Hardin,MT,59034,6/30/16,24,83514,75879,75252,716,0,3249,0,3138,11118,868,0,67650,2523,3111,122,14631,73,20934,303,0,0,0,0,0,0,0,0,75252,4.943951469,0.647648446,3.822586691,0.116868892,0.698778586,0.737734884,7.857201203,-1.944851783,-9.56E-03,79.95545657,88.73385425,90.93186987,90.10704792,82143.33,73180.33,7712.67,62730,2,0,
Little River Bank,Lepanto,AR,72354,6/30/16,10,33278,28828,28704,4,0,14650,0,6653,4125,5,0,13050,1269,3073,64,0,0,2561,18,12,12,12,0,0,0,0,0,28704,3.07147865,0.417858717,3.647793664,0.129875007,-0.762309821,-0.694548948,-5.558907471,-5.558907471,0.138225001,38.25951079,44.35618729,46.80366136,86.2551836,35418.67,29953,4425.33,11575.33,1,0,27860
Live Oak Banking Company,Wilmington,NC,28403,6/30/16,368,1327662,1196292,1165034,4361,0,66804,0,42603,0,0,0,1019723,0,2394,165,186480,2043,4585,44,2971,2971,0,0,2971,0,0,0,1165034,3.737607085,6.735552418,7.031075373,0.827464274,1.381252276,1.381252276,13.86579623,13.86579623,-1.82E-03,75.87880048,86.47078111,135.3807244,87.75079802,1180957.33,1073093,117642,877079,1,0,48900
Liverpool Community Bank,Liverpool,PA,17045,6/30/16,12,44618,35388,34890,31,0,3927,0,0,27854,2778,2386,33755,1306,1110,39,1696,9,360,5,0,0,0,0,0,0,0,0,34890,4.395805075,0.343834424,2.603317779,0,1.165464735,1.165464735,5.716162943,4.007884363,0,74.70751715,95.53740327,96.38829449,78.19714017,44789,40083.67,9132,33778,1,0,25420
Livingston State Bank,Livingston,WI,53554,6/30/16,28,166449,144895,136647,75,480,14306,0,0,29394,1491,0,124069,2760,3187,130,10230,58,37047,420,530,530,50,0,467,13,0,0,136647,3.704330369,0.270640944,2.362622291,0,-0.263033739,-0.256011703,-1.989013071,-4.404243228,-4.39E-02,74.5387476,90.79526078,99.10851939,82.09541661,164055,151714.33,21116,122950.33,3,0,
Llano National Bank,Llano,TX,78643,6/30/16,40,153541,134559,133440,1150,0,59767,0,22090,26347,0,8328,81872,8006,5081,244,22013,98,6812,162,473,473,473,0,0,0,0,0,133440,3.870509954,0.442347015,2.676264683,0.326214613,0.840328843,0.840328843,6.928705876,6.014202771,-5.00E-02,51.27816023,59.00254796,62.53663651,86.90838278,153273.33,146595.67,18589.33,83919,4,0,
LNB Community Bank,Lynnville,IN,47619,6/30/16,35,118479,107200,103797,400,0,21166,0,0,51031,671,20662,73710,4069,11350,200,0,0,3734,104,974,974,891,0,0,83,0,0,103797,3.367099195,1.326150021,3.543307087,0,0.918635171,0.918635171,9.549169698,4.738685715,2.71E-03,61.25895728,69.92398624,70.88969849,87.60793052,115824,107867.33,11142.33,73844,4,0,21780
Logan Bank & Trust Company,Logan,WV,25601,6/30/16,59,258784,234581,232891,1100,0,108960,0,0,59749,2958,2887,97994,8901,2339,199,26963,85,0,0,448,448,113,0,335,0,0,0,232891,2.761751388,0.610803047,2.357043968,0,0.566575111,0.566575111,6.177081034,2.103366759,0.101725883,37.38368678,41.54003375,44.93112385,89.99435823,262277.67,246872.33,24056.67,96337.33,6,0,
Logan County Bank,Scranton,AR,72863,6/30/16,14,82240,66895,66824,100,0,49155,0,15853,15425,0,0,29198,4932,4542,125,0,0,3811,182,31,31,0,0,31,0,0,0,66824,2.836964207,0.130363665,1.630775664,0,0.973054076,1.03798994,5.60809639,4.013377038,2.86E-02,34.63156615,42.62091464,44.8096287,81.25486381,81311,77970.67,15049.67,28017,2,0,
Logan State Bank,Logan,IA,51546,6/30/16,11,41546,37350,33666,50,0,2149,0,0,3172,52,1192,32309,1100,880,38,512,4,16592,180,0,0,0,0,0,0,0,0,33666,4.415889965,0.334204781,3.5792254,0,0.668409563,0.668409563,5.963445044,-1.009938274,0,77.11693063,95.16723103,105.9806159,81.03307178,37103,33153,4158.67,29995.33,2,0,36540
Logansport Savings Bank  FSB,Logansport,IN,46947,6/30/16,29,170351,147194,143555,1,0,42504,0,14055,39938,4799,23020,120101,1612,4949,147,17802,110,16682,152,75,75,75,0,0,0,0,0,143555,3.977052628,0.359124012,2.448146043,0,1.19848837,1.201774472,9.103974231,6.46346608,4.28E-02,69.5029674,82.47640277,84.95787948,84.27012463,170414.67,162633,22495.67,116914.67,1,0,
Lone Star Bank,Houston,TX,77063,6/30/16,22,108469,97145,96947,3296,0,206,0,206,29732,0,18426,92436,237,1821,46,26063,82,0,0,1100,1100,0,0,0,1100,0,0,96947,3.890588167,0.362365337,3.306349007,0.180243898,0.692812484,0.692812484,6.614088546,6.614088546,0.324555864,84.18442136,94.18960876,101.8322535,89.37761019,106522.33,102658,11158,90585.33,2,0,26420
Lone Star Capital Bank  National Association,San Antonio,TX,78232,6/30/16,71,245276,213599,205504,15237,1630,41228,0,8815,31037,0,1869,158095,3221,4925,155,36761,109,1081,16,187,187,0,0,187,0,0,0,205504,3.698824673,0.481862867,3.305764274,0,0.374137503,0.38347202,2.92029983,2.92029983,0.139703186,63.67765293,76.00144036,83.40284193,83.78479753,237827,214068,31229.67,158908.33,8,0,41700
Lone Star National Bank,Pharr,TX,78577,6/30/16,661,2121812,1863561,1779591,72158,0,751208,0,453820,243674,1438,27677,1150467,28629,14681,499,184870,796,8909,98,11288,11288,2816,0,4488,3110,874,0,1779591,3.306410063,0.944134718,3.346952989,0,0.477228445,0.556571545,4.726047409,-3.064996786,-3.47E-02,53.01431041,63.20913064,80.66831561,83.87128549,2179773.67,2003925.67,256705,1140008.33,29,0,32580
Lone Star State  Bank of West Texas,Lubbock,TX,79424,6/30/16,89,782336,690771,688221,2250,0,29076,0,0,35826,0,0,686357,10682,16447,663,70612,291,58669,553,0,0,0,0,0,0,0,0,688221,3.714490214,0.143576261,1.943082709,1.01697688,0.700226358,0.700226358,5.750328906,-5.304715728,-3.07E-04,86.31521495,98.1189182,132.0872634,87.97000266,770322.33,729306,93803.33,651744.67,5,0,31180
Longview Bank,Ogden,IL,61859,6/30/16,41,182999,166054,163841,60,0,27575,0,4,27275,677,1277,131818,2558,3621,133,12594,63,21198,193,67,67,67,0,0,0,0,0,163841,3.567186102,0.31533874,2.028126003,6.09E-02,1.059980748,1.059980748,11.47442808,4.886812792,3.52E-02,71.33372314,79.67480667,85.44088386,89.53109033,180758,173694.33,16698,130633.33,7,0,16580
Loomis Federal Savings and Loan Association,Chicago,IL,60638,6/30/16,16,76690,58570,58401,0,0,18247,0,18247,25543,0,0,29825,0,0,0,1513,4,287,3,0,0,0,0,0,0,0,0,58401,2.935083346,3.33E-02,2.405107014,0,0.315938951,0.345414305,1.496093534,1.496093534,0,38.16012518,50.11044331,50.34665474,76.15204068,78167,76590.67,18047,31007.67,1,0,16980
Los Alamos National Bank,Los Alamos,NM,87544,6/30/16,303,1414356,1275203,1264753,800,18546,472376,0,326475,237770,21986,78317,807488,18700,22989,581,135724,536,0,0,8653,8653,2465,0,1510,4678,0,0,1264753,3.446350628,0.681881761,3.519325767,-0.122523416,0.937410365,0.945059226,9.982718765,9.982718765,-4.86E-02,55.98357132,62.60566292,64.28799925,89.42253577,1411975,1337356.67,133671,823435.33,6,0,
Louisa Community Bank,Louisa,KY,41230,6/30/16,12,32802,27717,25720,1608,0,533,0,533,7274,40,2291,28309,1584,2605,112,12119,57,2590,15,0,0,0,0,0,0,0,0,25720,4.373080518,0.862235814,5.411905642,0.244605905,-0.788854043,-0.648205648,-4.114371772,-4.114371772,0.437312643,84.76922139,108.1104199,118.8189044,78.40985306,32705.67,29956,5152.67,28355,1,0,
Lovelady State Bank,Lovelady,TX,75851,6/30/16,11,47028,42649,42619,220,0,8548,0,78,5942,0,0,21951,5389,3150,181,3181,20,4074,149,48,48,48,0,0,0,0,0,42619,4.103694374,0.624927628,2.793794101,2.04E-02,1.004785598,1.004785598,11.62754973,11.62754973,-0.464410451,45.9322106,50.68396724,55.33184764,90.6247342,48965.67,38112,4231.33,21963.33,1,0,
Lowry State Bank,Lowry,MN,56349,6/30/16,11,43386,38539,34465,60,0,361,0,1,10760,889,150,40197,2893,1651,67,8171,37,7784,95,31,31,0,0,31,0,0,0,34465,4.886553618,0.326550383,2.857315851,0.181416879,1.927554344,1.927554344,18.04797364,13.5890625,0.014960728,91.43041534,115.0964747,115.0964747,79.43806758,44097.33,41870,4709.67,40105,1,0,
Luana Savings Bank,Luana,IA,52156,6/30/16,65,814121,737960,655495,250,34287,128636,0,0,210622,6205,22255,651857,18706,8206,280,26207,118,113349,1229,1026,1026,401,540,40,45,0,0,655495,3.257279551,0.550276387,1.280066712,0.124336498,2.103483919,2.103483919,22.93317952,8.958230718,-6.26E-04,79.06158912,98.19403657,280.1334389,80.51567273,801052,759652.33,73474.33,638899.67,5,0,
Lubbock National Bank,Lubbock,TX,79413,6/30/16,162,998726,899645,845375,1000,0,365533,0,240153,42980,0,9307,531757,8178,10611,371,98857,371,2274,16,0,0,0,0,0,0,0,0,845375,3.419980119,0.564909883,2.454030668,0.191662104,0.883786922,0.883786922,8.667306867,4.782459347,0.637941072,52.42518969,61.93511755,76.63173055,84.64533816,952718.33,896321,97146.67,523559.33,12,0,31180
